anio,agua_invierno_ha,agua_verano_ha,diferencia_agua_ha,ndvi_invierno,ndvi_verano,diferencia_ndvi,precipitacion_invierno_mm,precipitacion_verano_mm
2019,50.41540763409782,43.206471346734745,7.208936287363073,0.33569839300469084,0.3401504966556258,-0.004452103650934958,140.5725989504294,10.892393003810538
2020,117.94870413129024,40.89586438811658,77.05283974317366,0.3848436879346753,0.2738505356930344,0.11099315224164091,287.038636578761,6.044499534549136
2021,50.48831776449764,50.12752081045111,0.3607969540465277,0.3660117185222571,0.3829071810178884,-0.016895462495631286,110.03405748714103,18.437131534923207
2022,56.432934120902246,41.35905907961378,15.073875041288467,0.3483608073514282,0.33453629658045486,0.013824510770973353,176.49667102707883,12.84206836873835
2023,62.01233586048794,45.92951255639169,16.082823304096244,0.43976944271242663,0.3584566419405958,0.08131280077183084,287.9984273043546,6.90884085857507
2024,73.66980528390917,42.84143431195427,30.828370971954897,0.404555259801365,0.37564965290420305,0.02890560689716193,350.84748771888053,7.657081163290776
2025,57.54991395491053,46.30373861646464,11.246175338445887,0.4253855798340019,0.36523336337576656,0.06015221645823532,227.62848869524237,14.116442284548834
